retry_count,time_taken,tab_switches,mouse_idle_time,typing_pauses,used_visual_toggle,subject,frustration_label,struggle_type
0,6.81,1,3.75,0,0,Science,Low,ADHD-pattern
2,17.59,4,16.46,2,1,Math,High,ADHD-pattern
1,15.76,0,6.64,3,0,Math,Low,Dyscalculia-pattern
2,9.89,1,16.74,1,0,Math,Medium,ADHD-pattern
0,22.14,2,17.62,2,1,English,High,ADHD-pattern
1,11.24,0,4.71,1,1,Science,Low,None
0,9.69,0,2.05,0,0,Science,Low,None
0,11.99,0,2.18,0,0,English,Low,None
1,26.32,0,9.35,5,0,Math,Medium,Dyscalculia-pattern
0,12.57,2,5.68,1,0,Science,Medium,ADHD-pattern
1,5.66,1,3.1,0,0,English,Low,ADHD-pattern
1,5.83,0,4.53,1,1,English,Low,None
1,11.97,0,0.79,0,0,Math,Low,Dyscalculia-pattern
0,6.43,0,1.46,1,1,Math,Low,Mixed/Unclear
3,30.43,1,11.35,3,1,Math,High,Dyscalculia-pattern
2,4.26,1,7.85,2,0,Math,Medium,Dyscalculia-pattern
2,40.95,0,16.03,3,1,Math,Medium,Dyscalculia-pattern
0,11.72,0,1.1,1,0,English,Low,None
0,10.15,0,1.94,0,0,Math,Low,Mixed/Unclear
2,15.05,3,5.29,2,0,English,Medium,ADHD-pattern
1,36.03,0,10.29,7,0,Math,Medium,Dyscalculia-pattern
1,23.45,0,10.58,7,0,Math,Medium,Dyscalculia-pattern
2,19.09,0,15.56,7,1,Math,High,Dyscalculia-pattern
2,31.21,3,21.28,0,0,Math,High,ADHD-pattern
1,7.83,0,1.26,1,1,Math,Low,Dyscalculia-pattern
1,11.15,0,0.9,0,1,English,Low,None
0,9.04,0,2.63,1,0,Math,Low,Mixed/Unclear
0,9.05,0,0.75,1,1,Science,Low,None
0,23.99,2,6.7,2,0,English,Medium,ADHD-pattern
1,12.5,3,16.79,0,1,English,High,ADHD-pattern
0,5.82,0,2.28,1,0,English,Low,None
0,10.9,1,1.61,0,0,English,Low,ADHD-pattern
0,10.58,0,2.73,0,0,Math,Low,Mixed/Unclear
1,41.76,1,13.58,7,1,Math,Medium,Mixed/Unclear
0,7.96,1,2.13,0,0,Science,Low,ADHD-pattern
3,19.02,1,12.12,5,1,Math,High,Dyscalculia-pattern
2,40.44,1,14.21,7,0,Math,Medium,Dyscalculia-pattern
0,9.62,1,2.85,0,0,Math,Low,ADHD-pattern
0,6.32,0,2.17,1,0,Math,Low,Mixed/Unclear
0,2.84,3,6.75,2,1,English,Medium,ADHD-pattern
0,8.39,1,2.46,0,1,Science,Low,ADHD-pattern
4,25.59,0,11.84,5,1,Math,High,Dyscalculia-pattern
1,4.49,0,1.79,0,0,Science,Low,None
0,8.42,0,2.15,0,0,Math,Low,Mixed/Unclear
2,17.54,2,15.04,2,1,Math,High,ADHD-pattern
0,8.16,0,0.84,1,0,Math,Low,Mixed/Unclear
0,5.32,0,1.79,0,1,Math,Low,Mixed/Unclear
3,43.42,0,11.39,5,1,Math,High,Dyscalculia-pattern
2,6.28,2,15.59,2,1,Math,High,ADHD-pattern
2,21.28,2,11.43,0,0,English,Medium,ADHD-pattern
4,39.8,1,7.16,5,1,Math,High,Dyscalculia-pattern
1,17.8,1,7.56,7,1,Math,Medium,Dyscalculia-pattern
1,8.33,0,3.79,1,0,English,Low,None
2,28.45,1,12.23,1,1,English,Medium,ADHD-pattern
2,30.87,4,9.38,0,0,Math,High,ADHD-pattern
1,8.89,0,1.52,0,0,Science,Low,None
1,30.14,4,14.6,2,1,Science,High,ADHD-pattern
2,27.76,4,8.04,2,1,Math,High,ADHD-pattern
3,38.23,0,14.83,7,0,Math,High,Dyscalculia-pattern
2,33.3,1,8.65,1,1,Math,Medium,Dyscalculia-pattern
2,1.68,1,19.0,1,1,Math,Medium,Dyscalculia-pattern
0,13.92,1,17.32,1,1,Math,Medium,ADHD-pattern
4,28.17,0,16.21,7,1,Math,High,Dyscalculia-pattern
2,33.46,1,6.43,3,1,Math,Medium,Dyscalculia-pattern
0,10.02,0,2.17,0,1,Math,Low,Mixed/Unclear
0,11.27,0,2.32,1,1,Science,Low,None
0,21.81,2,12.73,1,0,English,Medium,ADHD-pattern
2,5.07,1,13.55,1,0,Math,Medium,Dyscalculia-pattern
1,11.25,1,3.25,0,1,Science,Low,ADHD-pattern
0,9.34,1,1.27,0,0,English,Low,ADHD-pattern
2,19.44,3,9.22,0,1,English,High,ADHD-pattern
2,29.3,0,8.62,7,1,Math,High,Dyscalculia-pattern
2,8.19,2,19.84,0,0,Math,High,ADHD-pattern
3,19.68,0,7.44,3,1,Math,High,Dyscalculia-pattern
0,11.88,0,4.39,1,1,English,Low,None
1,7.63,3,11.76,2,0,Science,High,ADHD-pattern
1,32.98,1,13.54,1,0,Science,Medium,ADHD-pattern
4,24.47,0,6.14,3,1,Math,High,Dyscalculia-pattern
1,22.03,3,8.18,1,0,Math,High,ADHD-pattern
1,8.29,1,2.7,1,1,English,Low,ADHD-pattern
1,7.53,2,21.65,2,0,English,High,ADHD-pattern
1,10.71,0,0.86,1,0,Math,Low,Dyscalculia-pattern
1,7.5,0,2.46,0,0,Math,Low,Dyscalculia-pattern
1,3.89,0,0.65,0,0,Science,Low,None
2,12.71,3,11.13,2,1,Math,High,ADHD-pattern
0,13.26,2,14.81,2,0,Math,Medium,ADHD-pattern
2,18.6,4,20.12,1,1,English,High,ADHD-pattern
0,6.8,1,2.62,0,0,Math,Low,ADHD-pattern
0,5.85,0,2.28,1,1,English,Low,None
1,26.55,4,12.04,0,0,Math,High,ADHD-pattern
3,43.21,1,15.0,3,0,Math,Medium,Dyscalculia-pattern
0,11.43,1,1.87,0,0,Math,Low,ADHD-pattern
0,8.56,0,2.14,0,0,Math,Low,Mixed/Unclear
3,28.29,0,7.58,3,0,Math,Medium,Dyscalculia-pattern
1,17.15,3,14.33,0,0,English,High,ADHD-pattern
2,22.93,3,20.45,1,0,Science,High,ADHD-pattern
1,15.31,2,10.16,0,0,English,Medium,ADHD-pattern
2,1.78,4,21.1,1,1,Math,High,ADHD-pattern
2,9.25,1,14.32,0,1,English,Medium,ADHD-pattern
0,9.43,1,2.57,0,0,English,Low,ADHD-pattern
0,9.65,1,2.14,1,1,English,Low,ADHD-pattern
0,5.61,1,2.04,0,1,Math,Low,ADHD-pattern
0,3.17,0,2.92,0,0,English,Low,None
0,25.46,1,8.96,0,0,Math,Medium,ADHD-pattern
1,11.94,4,21.97,1,0,Math,High,ADHD-pattern
0,5.4,1,0.68,0,0,Math,Low,ADHD-pattern
0,5.59,2,11.54,1,0,Math,Medium,ADHD-pattern
2,27.33,2,13.04,2,1,Math,Medium,Dyscalculia-pattern
1,37.34,1,12.25,5,1,Math,Medium,Mixed/Unclear
0,10.99,0,2.93,0,1,Math,Low,Mixed/Unclear
0,10.15,0,1.49,0,0,English,Low,None
1,11.2,0,2.49,0,0,Science,Low,None
0,11.38,0,0.65,1,0,English,Low,None
0,7.39,0,2.95,1,0,Science,Low,None
1,6.22,0,1.13,0,0,Math,Low,Dyscalculia-pattern
1,9.88,1,1.76,0,1,English,Low,ADHD-pattern
2,32.13,2,6.17,0,1,English,Medium,ADHD-pattern
3,28.62,1,12.07,7,0,Math,High,Dyscalculia-pattern
0,7.89,0,3.63,1,0,English,Low,None
0,5.9,0,0.78,1,1,Science,Low,None
0,10.86,0,0.77,0,0,Math,Low,Mixed/Unclear
1,10.92,1,1.2,0,0,Science,Low,ADHD-pattern
4,42.85,0,11.62,7,0,Math,High,Dyscalculia-pattern
1,12.4,0,4.29,1,0,Science,Low,None
0,11.65,0,0.75,0,1,Math,Low,Mixed/Unclear
0,8.13,0,1.9,1,0,Math,Low,Mixed/Unclear
3,35.23,1,13.98,3,0,Math,Medium,Dyscalculia-pattern
2,12.81,2,14.08,2,1,Science,Medium,ADHD-pattern
1,12.6,1,4.06,1,1,English,Low,ADHD-pattern
0,8.38,1,2.44,1,1,Science,Low,ADHD-pattern
1,44.49,1,6.2,3,1,Math,Low,Mixed/Unclear
0,10.7,0,2.43,1,0,Math,Low,Mixed/Unclear
0,5.85,1,2.42,0,1,Science,Low,ADHD-pattern
0,5.31,0,0.73,0,1,Science,Low,None
3,38.79,0,11.86,7,1,Math,High,Dyscalculia-pattern
3,16.12,1,10.58,3,1,Math,High,Dyscalculia-pattern
0,30.64,2,17.71,2,0,English,High,ADHD-pattern
2,2.88,2,10.56,2,0,Math,Medium,ADHD-pattern
4,44.13,1,12.9,3,0,Math,High,Dyscalculia-pattern
0,5.93,1,13.09,2,0,Math,Medium,ADHD-pattern
1,7.52,0,2.41,0,1,Math,Low,Dyscalculia-pattern
2,20.64,2,9.12,1,1,English,Medium,ADHD-pattern
0,9.05,1,1.41,0,0,Science,Low,ADHD-pattern
0,34.59,4,15.59,1,0,Math,High,ADHD-pattern
3,19.68,1,16.23,3,1,Math,High,Dyscalculia-pattern
2,41.06,0,6.16,7,0,Math,Medium,Dyscalculia-pattern
0,12.62,2,8.46,2,1,English,Medium,ADHD-pattern
1,26.3,1,12.32,5,0,Math,Medium,Mixed/Unclear
0,3.48,0,0.67,1,0,Math,Low,Mixed/Unclear
0,5.63,1,1.08,0,1,English,Low,ADHD-pattern
1,30.54,1,8.17,2,1,Math,Medium,ADHD-pattern
0,6.0,1,2.36,0,0,Math,Low,ADHD-pattern
2,11.63,3,18.8,2,1,English,High,ADHD-pattern
3,21.77,0,16.77,7,0,Math,High,Dyscalculia-pattern
0,8.76,0,2.71,1,1,English,Low,None
0,8.87,0,2.66,0,1,Science,Low,None
1,11.96,0,2.14,1,0,Science,Low,None
1,20.52,0,14.72,5,1,Math,Medium,Dyscalculia-pattern
2,32.78,3,7.58,0,0,Math,Medium,ADHD-pattern
0,8.45,0,1.99,0,1,Math,Low,Mixed/Unclear
1,4.21,1,2.28,0,0,English,Low,ADHD-pattern
0,6.99,2,5.55,0,1,English,Medium,ADHD-pattern
2,37.73,0,8.12,5,1,Math,High,Dyscalculia-pattern
0,15.82,1,15.33,1,1,English,Medium,ADHD-pattern
0,9.69,1,2.83,0,0,Science,Low,ADHD-pattern
4,30.48,1,17.55,3,1,Math,High,Dyscalculia-pattern
1,16.96,4,10.01,0,0,English,High,ADHD-pattern
0,4.62,0,1.48,0,0,English,Low,None
2,31.54,2,20.0,0,1,Math,High,ADHD-pattern
1,17.74,1,11.39,5,0,Math,Medium,Mixed/Unclear
0,8.41,1,1.18,0,1,English,Low,ADHD-pattern
0,9.92,0,1.55,0,1,Math,Low,Mixed/Unclear
2,18.53,0,17.53,3,1,Math,Medium,Dyscalculia-pattern
1,30.16,1,15.34,1,0,Math,Medium,ADHD-pattern
1,9.08,1,1.32,0,0,Science,Low,ADHD-pattern
0,4.66,0,2.13,0,0,Science,Low,None
1,7.98,0,1.2,1,0,Science,Low,None
2,43.99,1,12.95,3,0,Math,Medium,Dyscalculia-pattern
1,28.98,4,19.34,0,1,English,High,ADHD-pattern
0,5.96,1,1.81,1,0,Math,Low,ADHD-pattern
0,7.35,0,1.57,0,0,Math,Low,Mixed/Unclear
1,13.34,1,3.08,1,1,Science,Low,ADHD-pattern
3,44.38,0,7.42,5,1,Math,High,Dyscalculia-pattern
4,27.42,0,10.2,7,0,Math,High,Dyscalculia-pattern
3,22.63,0,9.69,7,1,Math,High,Dyscalculia-pattern
0,6.07,0,2.58,0,0,Math,Low,Mixed/Unclear
0,23.13,4,7.64,1,1,English,High,ADHD-pattern
0,12.52,1,3.26,1,0,English,Low,ADHD-pattern
1,12.2,1,1.26,0,1,Science,Low,ADHD-pattern
2,19.4,2,14.71,1,0,English,Medium,ADHD-pattern
3,36.3,0,10.97,5,0,Math,High,Dyscalculia-pattern
0,19.09,2,6.91,0,0,English,Medium,ADHD-pattern
0,12.19,0,1.76,1,1,English,Low,None
0,4.85,0,1.65,1,1,Math,Low,Mixed/Unclear
0,24.52,1,10.67,0,0,Math,Medium,ADHD-pattern
3,34.17,0,9.85,3,1,Math,High,Dyscalculia-pattern
1,23.98,3,7.54,1,0,Science,Medium,ADHD-pattern
0,6.86,1,3.2,1,0,Science,Low,ADHD-pattern
0,3.64,0,1.85,0,0,Science,Low,None
0,5.95,0,1.34,1,0,English,Low,None
1,28.88,1,21.55,1,0,English,Medium,ADHD-pattern
1,5.79,1,1.68,0,0,English,Low,ADHD-pattern
1,7.64,3,18.41,1,1,Math,High,ADHD-pattern
1,4.02,1,1.65,0,0,Math,Low,Mixed/Unclear
0,6.65,0,1.31,1,0,Science,Low,None
1,21.28,2,15.55,2,0,Science,High,ADHD-pattern
0,4.87,1,2.46,0,1,English,Low,ADHD-pattern
0,6.56,0,3.96,1,0,Science,Low,None
0,12.4,0,2.23,1,0,English,Low,None
1,23.11,1,6.54,0,0,English,Low,ADHD-pattern
2,11.27,4,8.33,2,1,Math,High,ADHD-pattern
1,13.27,1,3.87,1,0,Science,Low,ADHD-pattern
0,30.06,1,11.28,2,0,Science,Medium,ADHD-pattern
0,30.35,1,9.0,2,1,Science,Medium,ADHD-pattern
1,16.08,2,16.26,1,0,English,High,ADHD-pattern
1,29.64,2,9.9,2,0,Science,Medium,ADHD-pattern
0,4.3,1,2.14,0,0,Math,Low,ADHD-pattern
2,21.75,4,15.6,1,1,English,High,ADHD-pattern
0,7.72,1,14.82,2,0,English,Medium,ADHD-pattern
1,5.3,0,3.27,1,0,English,Low,None
0,7.18,0,1.81,1,0,Math,Low,Mixed/Unclear
0,11.16,1,3.45,1,0,English,Low,ADHD-pattern
1,10.17,1,2.68,1,1,English,Low,ADHD-pattern
3,36.81,1,9.13,7,1,Math,High,Dyscalculia-pattern
1,34.69,0,15.71,7,0,Math,Medium,Dyscalculia-pattern
0,7.55,0,1.13,1,0,English,Low,None
0,8.43,0,2.15,0,0,Math,Low,Mixed/Unclear
0,28.28,1,10.83,0,0,Math,Medium,ADHD-pattern
1,9.47,4,17.34,0,0,English,High,ADHD-pattern
3,37.66,0,6.63,5,1,Math,High,Dyscalculia-pattern
2,33.27,2,11.46,2,1,Math,Medium,Dyscalculia-pattern
1,3.11,1,1.46,0,1,Math,Low,Mixed/Unclear
0,11.61,1,2.03,1,0,Math,Low,ADHD-pattern
0,10.05,4,12.84,2,0,Math,High,ADHD-pattern
2,24.62,2,10.33,0,0,Science,Medium,ADHD-pattern
0,19.1,4,10.98,2,1,Math,High,ADHD-pattern
0,8.57,0,2.85,1,0,Math,Low,Mixed/Unclear
1,17.59,1,7.56,7,1,Math,Medium,Dyscalculia-pattern
0,5.28,1,2.15,0,1,Math,Low,ADHD-pattern
2,31.76,3,9.37,0,1,Math,High,ADHD-pattern
1,34.86,3,21.25,1,0,English,High,ADHD-pattern
0,21.95,2,15.97,0,0,Math,High,ADHD-pattern
1,42.38,1,9.11,3,0,Math,Medium,ADHD-pattern
1,12.0,0,4.59,0,0,Science,Low,None
0,24.95,4,14.77,2,1,English,High,ADHD-pattern
2,27.66,1,14.18,0,1,English,Medium,ADHD-pattern
3,25.0,0,10.81,7,1,Math,High,Dyscalculia-pattern
1,5.72,1,4.04,1,0,English,Low,ADHD-pattern
1,8.95,0,2.24,0,1,Science,Low,None
0,31.15,4,17.5,0,0,English,High,ADHD-pattern
2,29.68,0,15.51,7,1,Math,High,Dyscalculia-pattern
0,2.74,1,10.74,2,0,Science,Medium,ADHD-pattern
1,11.46,0,2.35,0,0,Math,Low,Dyscalculia-pattern
2,2.14,1,9.13,2,0,Math,Medium,Dyscalculia-pattern
1,42.14,0,11.47,3,1,Math,Low,Dyscalculia-pattern
1,8.35,0,0.66,0,0,Math,Low,Dyscalculia-pattern
0,34.19,2,10.47,0,0,English,Medium,ADHD-pattern
0,5.47,1,0.92,0,1,English,Low,ADHD-pattern
0,4.2,1,2.44,0,0,English,Low,ADHD-pattern
0,11.34,0,1.54,0,1,Math,Low,Mixed/Unclear
0,7.71,1,1.1,0,1,Math,Low,ADHD-pattern
2,36.52,1,17.4,7,1,Math,High,Dyscalculia-pattern
0,4.73,0,2.05,1,1,English,Low,None
0,7.49,0,1.45,0,1,English,Low,None
0,3.49,0,1.21,0,0,Math,Low,Mixed/Unclear
0,9.66,0,0.9,0,0,English,Low,None
0,9.49,0,1.55,1,1,Math,Low,Mixed/Unclear
0,5.05,0,2.34,0,0,Math,Low,Mixed/Unclear
2,17.73,4,7.46,2,1,Math,High,ADHD-pattern
0,16.83,2,15.74,1,0,English,High,ADHD-pattern
0,5.53,0,2.63,0,0,Math,Low,Mixed/Unclear
0,8.43,0,1.95,1,0,English,Low,None
1,12.76,0,3.37,1,1,English,Low,None
0,7.23,1,3.32,0,0,English,Low,ADHD-pattern
1,9.6,0,1.56,0,0,Math,Low,Dyscalculia-pattern
1,9.56,1,16.78,1,0,Math,Medium,ADHD-pattern
0,23.2,1,5.27,2,1,English,Low,ADHD-pattern
0,13.79,1,4.09,1,0,English,Low,ADHD-pattern
0,12.74,0,2.54,1,0,English,Low,None
2,33.19,2,18.39,0,1,English,High,ADHD-pattern
1,12.99,0,2.53,1,0,Science,Low,None
0,8.05,0,0.85,0,0,English,Low,None
4,37.12,1,16.45,7,0,Math,High,Dyscalculia-pattern
1,31.58,4,9.71,0,1,Math,High,ADHD-pattern
2,19.14,1,12.99,2,1,English,Medium,ADHD-pattern
0,6.7,1,1.35,1,0,English,Low,ADHD-pattern
0,5.48,0,1.74,0,1,Math,Low,Mixed/Unclear
1,33.98,2,13.06,1,1,Math,Medium,ADHD-pattern
0,3.2,0,2.59,1,1,Math,Low,Mixed/Unclear
1,10.9,1,2.94,1,1,English,Low,ADHD-pattern
0,4.55,0,1.07,0,0,Science,Low,None
1,16.77,2,15.52,0,1,Math,High,ADHD-pattern
2,19.84,0,6.49,5,1,Math,High,Dyscalculia-pattern
1,7.68,1,16.31,1,0,English,Medium,ADHD-pattern
0,9.8,0,4.68,1,1,English,Low,None
0,1.64,3,16.0,1,1,English,High,ADHD-pattern
0,12.2,1,2.35,0,1,Science,Low,ADHD-pattern
1,24.24,0,13.41,3,1,Math,Low,Dyscalculia-pattern
0,21.87,2,14.92,0,1,Math,Medium,ADHD-pattern
1,9.09,0,2.94,0,0,Math,Low,Dyscalculia-pattern
0,13.18,1,2.59,1,1,English,Low,ADHD-pattern
0,6.1,0,2.94,1,0,English,Low,None
1,12.23,1,1.66,1,1,English,Low,ADHD-pattern
0,6.29,1,2.9,1,0,Science,Low,ADHD-pattern
1,8.75,0,1.54,1,0,Math,Low,Dyscalculia-pattern
0,4.67,1,1.22,0,0,Science,Low,ADHD-pattern
1,20.24,4,8.82,0,0,Science,High,ADHD-pattern
4,18.73,1,16.71,5,0,Math,High,Dyscalculia-pattern
0,9.88,1,2.99,0,1,Math,Low,ADHD-pattern
1,10.09,1,3.51,1,0,English,Low,ADHD-pattern
0,12.61,0,3.33,0,1,Science,Low,None
0,3.27,3,12.13,1,0,Math,High,ADHD-pattern
1,30.42,1,8.2,3,1,Math,Medium,ADHD-pattern
1,29.2,3,9.61,2,1,Science,High,ADHD-pattern
1,12.41,0,1.55,1,1,Science,Low,None
0,4.93,2,13.56,0,0,English,Medium,ADHD-pattern
0,10.37,0,1.7,0,1,English,Low,None
2,19.02,3,7.93,1,0,Math,Medium,ADHD-pattern
0,9.19,0,0.81,0,0,Math,Low,Mixed/Unclear
0,9.97,1,0.61,0,0,Math,Low,ADHD-pattern
0,9.22,1,1.17,1,0,Science,Low,ADHD-pattern
2,32.63,0,8.22,5,0,Math,Medium,Dyscalculia-pattern
3,43.46,0,10.23,7,1,Math,High,Dyscalculia-pattern
1,17.97,1,15.16,7,0,Math,Medium,ADHD-pattern
0,31.71,1,21.55,0,0,Math,Medium,ADHD-pattern
0,8.96,0,1.72,1,1,English,Low,None
2,27.23,0,7.48,3,1,Math,Medium,Dyscalculia-pattern
2,11.16,1,6.4,1,0,English,Low,ADHD-pattern
2,26.16,4,8.84,1,1,Math,High,ADHD-pattern
1,11.45,0,0.95,1,0,Math,Low,Dyscalculia-pattern
1,19.01,1,7.03,1,1,Math,Low,Mixed/Unclear
0,11.78,0,1.0,0,0,Math,Low,Mixed/Unclear
1,7.51,1,4.03,1,1,English,Low,ADHD-pattern
2,10.84,4,6.84,1,1,English,High,ADHD-pattern
